ID_PENDAFTARAN,EMAIL,NO_TES,VACANCY_ID_PLAN,MATCH_SCORE_PLAN,MATCH_CATEGORY_PLAN,CONTRACT_STATUS,CONTRACT_DATE,CONTRACT_REJECTION_REASON,ACTUAL_VACANCY_ID,ACTUAL_POSITION_NAME,ACTUAL_UNIT_NAME,ACTUAL_LOCATION,IS_SYNTHETIC
REG-2026-05886,rainapuspi632@gmail.com,TES-AKD-2026-05301,VAC-004,96.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05887,zulaikhama178@outlook.com,TES-AKD-2026-05302,VAC-001,69.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05888,vickylesta211@gmail.com,TES-AKD-2026-05303,VAC-004,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05889,mujurutama246@gmail.com,TES-AKD-2026-05304,VAC-030,70.0,MODERATE_MATCH,SIGNED,2026-04-28,,VAC-030,Analis Supply Chain,PLN UIP Sulawesi,Makassar,1
REG-2026-05890,bakijannap815@gmail.com,TES-AKD-2026-05305,VAC-001,99.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05891,galuhmanul703@gmail.com,TES-AKD-2026-05306,VAC-004,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05892,ghaliyatip807@yahoo.com,,VAC-001,41.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05893,inalaksmiw453@outlook.com,TES-AKD-2026-05307,VAC-012,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05894,ellasudiat57@pln.co.id,TES-AKD-2026-05308,VAC-014,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05895,danujamang164@yahoo.com,TES-AKD-2026-05309,VAC-002,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05896,samsulhaki972@outlook.com,TES-AKD-2026-05310,VAC-030,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05897,cintapuspa331@outlook.com,TES-AKD-2026-05311,VAC-002,99.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05898,hasnasusan624@outlook.com,TES-AKD-2026-05312,VAC-001,96.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05899,maimunahuy45@pln.co.id,TES-AKD-2026-05313,VAC-040,97.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05900,ozywidodo980@gmail.com,TES-AKD-2026-05314,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05901,kamilautam146@gmail.com,TES-AKD-2026-05315,VAC-028,69.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05902,chelseapad692@yahoo.com,TES-AKD-2026-05316,VAC-001,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05903,janemayasa372@outlook.com,TES-AKD-2026-05317,VAC-024,41.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05904,lasmonolat303@yahoo.com,TES-AKD-2026-05318,VAC-004,96.0,STRONG_MATCH,SIGNED,2026-04-04,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-05905,ghaliyatim845@outlook.com,TES-AKD-2026-05319,VAC-004,99.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05906,kenziehuta574@outlook.com,TES-AKD-2026-05320,VAC-002,69.5,MODERATE_MATCH,SIGNED,2026-04-06,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-05907,timbulpran140@yahoo.com,TES-AKD-2026-05321,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05908,dadapjaila575@gmail.com,TES-AKD-2026-05322,VAC-002,64.2,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05909,intanpuspa260@gmail.com,TES-AKD-2026-05323,VAC-006,70.0,MODERATE_MATCH,SIGNED,2026-04-14,,VAC-006,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-05910,ademaryati332@pln.co.id,TES-AKD-2026-05324,VAC-004,96.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05911,julihariya787@pln.co.id,,VAC-018,69.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05912,atmajasala681@outlook.com,TES-AKD-2026-05325,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05913,betaniaand254@pln.co.id,,VAC-014,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05914,rinalailas978@yahoo.com,TES-AKD-2026-05326,VAC-017,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05915,simonperma457@outlook.com,TES-AKD-2026-05327,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05916,putriaryan334@pln.co.id,TES-AKD-2026-05328,VAC-003,98.9,STRONG_MATCH,SIGNED,2026-05-09,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-05917,lalanasyid746@yahoo.com,TES-AKD-2026-05329,VAC-012,98.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05918,septiwastu379@outlook.com,TES-AKD-2026-05330,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05919,umaymansur364@outlook.com,TES-AKD-2026-05331,VAC-035,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05920,embuhmaula233@yahoo.com,TES-AKD-2026-05332,VAC-028,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05921,victoriafa259@yahoo.com,TES-AKD-2026-05333,VAC-001,64.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05922,puputusama508@outlook.com,TES-AKD-2026-05334,VAC-034,64.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05923,olivahasan664@outlook.com,TES-AKD-2026-05335,VAC-001,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05924,ilsamulyan320@gmail.com,TES-AKD-2026-05336,VAC-005,99.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05925,darunababa453@outlook.com,TES-AKD-2026-05337,VAC-054,65.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05926,hadikurnia572@gmail.com,,VAC-014,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05927,taufanhard338@pln.co.id,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05928,sakauwais747@yahoo.com,TES-AKD-2026-05338,VAC-009,66.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05929,hardanahut59@yahoo.com,TES-AKD-2026-05339,VAC-006,99.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05930,damarkusum978@pln.co.id,TES-AKD-2026-05340,VAC-012,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05931,rikanamaga561@yahoo.com,TES-AKD-2026-05341,VAC-051,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05932,milahassan775@pln.co.id,TES-AKD-2026-05342,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05933,estionogun800@yahoo.com,,VAC-004,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05934,rudikusumo884@gmail.com,TES-AKD-2026-05343,VAC-025,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05935,alikalaksi519@gmail.com,TES-AKD-2026-05344,VAC-003,63.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05936,chelseawah160@yahoo.com,TES-AKD-2026-05345,VAC-031,67.2,MODERATE_MATCH,REJECTED,,PERSONAL_REASON,,,,,1
REG-2026-05937,galurhalim208@outlook.com,TES-AKD-2026-05346,VAC-030,68.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05938,aisyahpudj222@gmail.com,TES-AKD-2026-05347,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05939,rosmanpang389@outlook.com,TES-AKD-2026-05348,VAC-005,66.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05940,kiandraary726@outlook.com,TES-AKD-2026-05349,VAC-003,100.0,STRONG_MATCH,SIGNED,2026-05-28,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-05941,vivimelani818@outlook.com,TES-AKD-2026-05350,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05942,gadingzulk717@gmail.com,TES-AKD-2026-05351,VAC-009,98.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05943,nataliapur447@yahoo.com,TES-AKD-2026-05352,VAC-023,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05944,vanesalest130@outlook.com,TES-AKD-2026-05353,VAC-005,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05945,irsadnabab395@gmail.com,TES-AKD-2026-05354,VAC-007,65.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05946,gentamardh194@gmail.com,TES-AKD-2026-05355,VAC-017,62.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05947,baktinaing198@outlook.com,TES-AKD-2026-05356,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05948,endahhasan931@gmail.com,TES-AKD-2026-05357,VAC-002,97.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05949,digdayafir935@outlook.com,TES-AKD-2026-05358,VAC-017,99.0,STRONG_MATCH,SIGNED,2026-05-08,,VAC-018,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-05950,putiwidias413@gmail.com,TES-AKD-2026-05359,VAC-012,66.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05951,prabawasap700@yahoo.com,,VAC-001,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05952,melindahar179@gmail.com,,VAC-023,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05953,dewipadmas678@yahoo.com,TES-AKD-2026-05360,VAC-005,97.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05954,saadatprad263@outlook.com,TES-AKD-2026-05361,VAC-039,100.0,STRONG_MATCH,SIGNED,2026-04-15,,VAC-039,Data Analyst,PLN Kantor Pusat,Jakarta,1
REG-2026-05955,galarhutag240@outlook.com,TES-AKD-2026-05362,VAC-005,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05956,rosmansira640@gmail.com,TES-AKD-2026-05363,VAC-004,94.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05957,omanwinarn502@gmail.com,TES-AKD-2026-05364,VAC-005,96.0,STRONG_MATCH,SIGNED,2026-04-13,,VAC-006,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-05958,gawatiusad463@yahoo.com,TES-AKD-2026-05365,VAC-005,97.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05959,ajenglesta675@gmail.com,,VAC-009,40.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05960,dewimardhi356@pln.co.id,TES-AKD-2026-05366,VAC-007,67.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05961,samiahfuji590@pln.co.id,TES-AKD-2026-05367,VAC-005,98.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05962,larassusan268@yahoo.com,TES-AKD-2026-05368,VAC-032,98.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05963,adikawijay600@yahoo.com,TES-AKD-2026-05369,VAC-036,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05964,ekasuartin275@pln.co.id,TES-AKD-2026-05370,VAC-034,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05965,atmajawibo798@pln.co.id,TES-AKD-2026-05371,VAC-003,67.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05966,latikapusp257@gmail.com,TES-AKD-2026-05372,VAC-010,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05967,vanesawina631@outlook.com,TES-AKD-2026-05373,VAC-035,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05968,abyasasaef827@gmail.com,TES-AKD-2026-05374,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05969,septizulai631@gmail.com,TES-AKD-2026-05375,VAC-002,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05970,lidyayulia358@pln.co.id,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05971,raisahasan869@gmail.com,TES-AKD-2026-05376,VAC-010,96.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05972,humairahan669@yahoo.com,TES-AKD-2026-05377,VAC-001,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05973,baktisiman993@yahoo.com,,VAC-017,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05974,karjairawa66@outlook.com,TES-AKD-2026-05378,VAC-018,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05975,galihprase732@outlook.com,TES-AKD-2026-05379,VAC-047,62.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05976,ananasyida210@outlook.com,TES-AKD-2026-05380,VAC-014,62.8,LOW_MATCH,SIGNED,2026-06-25,,VAC-014,Analis Keuangan,PLN UIP Sulawesi,Makassar,1
REG-2026-05977,yessimarya835@gmail.com,TES-AKD-2026-05381,VAC-051,43.4,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05978,ajiminwija542@outlook.com,TES-AKD-2026-05382,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05979,arsipatran46@yahoo.com,TES-AKD-2026-05383,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05980,sabrinaman515@yahoo.com,TES-AKD-2026-05384,VAC-005,95.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05981,ratihmanda586@gmail.com,TES-AKD-2026-05385,VAC-012,66.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05982,vimansuryo92@yahoo.com,TES-AKD-2026-05386,VAC-045,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05983,calistaang939@outlook.com,TES-AKD-2026-05387,VAC-003,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05984,hardanasal204@outlook.com,TES-AKD-2026-05388,VAC-005,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05985,makutamang380@outlook.com,TES-AKD-2026-05389,VAC-011,65.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05986,unggulmust775@gmail.com,TES-AKD-2026-05390,VAC-012,68.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05987,febinovita586@gmail.com,TES-AKD-2026-05391,VAC-031,98.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05988,luisnashir451@pln.co.id,TES-AKD-2026-05392,VAC-035,95.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05989,paimanangg89@yahoo.com,TES-AKD-2026-05393,VAC-007,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05990,gandigunar670@yahoo.com,TES-AKD-2026-05394,VAC-008,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05991,jatitampub968@gmail.com,TES-AKD-2026-05395,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05992,jamilmanul777@outlook.com,TES-AKD-2026-05396,VAC-006,98.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05993,jailpradan539@pln.co.id,TES-AKD-2026-05397,VAC-001,68.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05994,purwantoma758@gmail.com,TES-AKD-2026-05398,VAC-029,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05995,prabowoang383@outlook.com,TES-AKD-2026-05399,VAC-045,72.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05996,anaprastut525@yahoo.com,TES-AKD-2026-05400,VAC-044,74.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05997,puputharya57@pln.co.id,TES-AKD-2026-05401,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05998,raisausama922@gmail.com,,VAC-004,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-05999,gambirapra462@outlook.com,,VAC-023,20.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06000,safinahass911@outlook.com,TES-AKD-2026-05402,VAC-007,99.5,STRONG_MATCH,SIGNED,2026-05-21,,VAC-012,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-06001,kokosuryon460@yahoo.com,TES-AKD-2026-05403,VAC-006,69.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06002,victoriama446@outlook.com,,VAC-002,41.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06003,malawastut193@gmail.com,TES-AKD-2026-05404,VAC-004,67.5,MODERATE_MATCH,SIGNED,2026-05-02,,VAC-004,Data Analyst,PLN UIW Nusa Tenggara,Kupang,1
REG-2026-06004,gastinovit787@gmail.com,TES-AKD-2026-05405,VAC-005,49.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06005,vanyapuspa849@gmail.com,TES-AKD-2026-05406,VAC-014,66.4,MODERATE_MATCH,SIGNED,2026-06-02,,VAC-018,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-06006,darmanawah171@outlook.com,TES-AKD-2026-05407,VAC-006,66.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06007,virmanmega960@gmail.com,TES-AKD-2026-05408,VAC-017,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06008,ratihwulan365@pln.co.id,TES-AKD-2026-05409,VAC-014,96.8,STRONG_MATCH,SIGNED,2026-06-25,,VAC-014,Analis Keuangan,PLN UIP Sulawesi,Makassar,1
REG-2026-06009,shakilapur687@yahoo.com,TES-AKD-2026-05410,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06010,udamarbun646@yahoo.com,TES-AKD-2026-05411,VAC-034,99.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06011,ifauyainah755@outlook.com,TES-AKD-2026-05412,VAC-002,96.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06012,siskapuspa397@pln.co.id,TES-AKD-2026-05413,VAC-040,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06013,rinarahima861@yahoo.com,,VAC-006,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06014,hadisirega192@gmail.com,TES-AKD-2026-05414,VAC-029,67.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06015,ulyalestar941@gmail.com,TES-AKD-2026-05415,VAC-041,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06016,nadinekusm191@gmail.com,TES-AKD-2026-05416,VAC-009,65.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06017,makutawaca983@yahoo.com,TES-AKD-2026-05417,VAC-001,70.0,MODERATE_MATCH,REJECTED,,COMPENSATION,,,,,1
REG-2026-06018,embuhmarbu316@gmail.com,TES-AKD-2026-05418,VAC-008,99.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06019,elmasuarti472@outlook.com,TES-AKD-2026-05419,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06020,lalazulaik785@yahoo.com,TES-AKD-2026-05420,VAC-002,66.0,MODERATE_MATCH,SIGNED,2026-04-15,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-06021,tirasafitr266@gmail.com,TES-AKD-2026-05421,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06022,zelayaandr230@gmail.com,TES-AKD-2026-05422,VAC-022,97.4,STRONG_MATCH,SIGNED,2026-04-20,,VAC-022,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-06023,verapurwan861@gmail.com,TES-AKD-2026-05423,VAC-002,61.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06024,alikalaila92@pln.co.id,TES-AKD-2026-05424,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06025,kartikahas243@pln.co.id,TES-AKD-2026-05425,VAC-016,99.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06026,kemalhalim74@pln.co.id,TES-AKD-2026-05426,VAC-008,63.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06027,baktiantom637@yahoo.com,TES-AKD-2026-05427,VAC-018,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06028,jinawihuta822@yahoo.com,TES-AKD-2026-05428,VAC-011,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06029,cakrawalai56@yahoo.com,TES-AKD-2026-05429,VAC-005,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06030,budisalahu138@yahoo.com,TES-AKD-2026-05430,VAC-001,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06031,pangeranma431@pln.co.id,TES-AKD-2026-05431,VAC-010,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06032,uliwulanda883@gmail.com,TES-AKD-2026-05432,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06033,kasiyahpus876@outlook.com,TES-AKD-2026-05433,VAC-008,69.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06034,rinapurnaw428@gmail.com,TES-AKD-2026-05434,VAC-001,98.5,STRONG_MATCH,SIGNED,2026-06-08,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-06035,cicilailas708@pln.co.id,TES-AKD-2026-05435,VAC-023,97.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06036,prasetyada773@gmail.com,TES-AKD-2026-05436,VAC-006,90.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06037,intanmayas280@pln.co.id,TES-AKD-2026-05437,VAC-003,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06038,auroramand857@yahoo.com,TES-AKD-2026-05438,VAC-003,96.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06039,damarfirma826@yahoo.com,,VAC-041,41.1,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06040,karnahabib16@outlook.com,TES-AKD-2026-05439,VAC-053,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06041,maidawahyu612@pln.co.id,TES-AKD-2026-05440,VAC-021,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06042,mayarahayu865@pln.co.id,TES-AKD-2026-05441,VAC-018,66.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06043,kasimsihom681@outlook.com,,VAC-024,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06044,analestari639@gmail.com,TES-AKD-2026-05442,VAC-047,99.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06045,faizahhast264@outlook.com,TES-AKD-2026-05443,VAC-034,100.0,STRONG_MATCH,SIGNED,2026-05-12,,VAC-034,Data Analyst,PLN UID Jawa Timur,Surabaya,1
REG-2026-06046,victoriayu93@outlook.com,TES-AKD-2026-05444,VAC-007,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06047,zalindraas671@yahoo.com,TES-AKD-2026-05445,VAC-022,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06048,prabuperma412@gmail.com,TES-AKD-2026-05446,VAC-035,97.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06049,jefrimanda524@pln.co.id,TES-AKD-2026-05447,VAC-003,70.0,MODERATE_MATCH,SIGNED,2026-05-10,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-06050,bakimangun181@outlook.com,TES-AKD-2026-05448,VAC-003,95.8,STRONG_MATCH,SIGNED,2026-05-10,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-06051,kanioktavi823@pln.co.id,TES-AKD-2026-05449,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06052,karmaramad73@outlook.com,TES-AKD-2026-05450,VAC-002,69.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06053,tantrinura975@gmail.com,TES-AKD-2026-05451,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06054,ajimanhabi56@gmail.com,TES-AKD-2026-05452,VAC-002,68.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06055,cahyonosih223@outlook.com,TES-AKD-2026-05453,VAC-013,69.2,MODERATE_MATCH,SIGNED,2026-05-16,,VAC-013,Data Analyst,PLN UID Jawa Timur,Surabaya,1
REG-2026-06056,virmanhuta77@outlook.com,,VAC-035,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06057,nurulmulya214@pln.co.id,TES-AKD-2026-05454,VAC-014,99.2,STRONG_MATCH,SIGNED,2026-06-24,,VAC-014,Analis Keuangan,PLN UIP Sulawesi,Makassar,1
REG-2026-06058,ikinnaingg784@outlook.com,TES-AKD-2026-05455,VAC-004,97.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06059,sabrifirga304@outlook.com,TES-AKD-2026-05456,VAC-040,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06060,heryantota410@yahoo.com,TES-AKD-2026-05457,VAC-015,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06061,warsaprata275@pln.co.id,TES-AKD-2026-05458,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06062,ridwanzulk491@outlook.com,TES-AKD-2026-05459,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06063,kuntharado976@outlook.com,TES-AKD-2026-05460,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-06064,wasissitom246@yahoo.com,TES-AKD-2026-05461,VAC-005,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
