candidate_id,batch_id,candidate_name,gender,dob,age,domisili,pendidikan,universitas,jurusan,ipk,pengalaman_kerja_tahun,sertifikasi,source_recruitment
C02369,B092,Chelsea Mahendra,Male,2004-08-27,22,Surabaya,S1,Universitas Airlangga,Teknik Sipil,3.04,0,None,Career Expo
C02370,B091,R. Soleh Setiawan,Male,2002-06-02,24,Balikpapan,S1,Universitas Gadjah Mada,Hukum,3.41,0,None,Reguler
C02371,B092,Diah Susanti,Female,2003-08-14,23,Balikpapan,S1,Universitas Sebelas Maret,Teknik Industri,3.96,1,None,Job Fair Kampus
C02372,B090,Ika Rajasa,Female,2005-11-05,21,Semarang,S1,Universitas Padjadjaran,Teknik Industri,3.47,0,TOEFL,Reguler
C02373,B091,Opung Kusumo,Male,2003-02-22,23,Bandung,S1,Universitas Diponegoro,Teknik Industri,3.75,1,None,Reguler
C02374,B090,R. Rika Maryadi,Male,2005-07-03,21,Pontianak,S1,Universitas Padjadjaran,Teknik Sipil,3.92,0,None,Campus Hiring
C02375,B092,"Ivan Uwais, S.E.",Female,1999-04-03,27,Bandung,S1,Universitas Airlangga,Teknik Informatika,3.07,1,Google Data Analytics,Career Expo
C02376,B091,Violet Prakasa,Female,2004-07-27,22,Semarang,S1,Universitas Diponegoro,Teknik Elektro,3.07,0,None,Campus Hiring
C02377,B090,Elvina Nuraini,Female,2001-09-23,25,Balikpapan,S1,Universitas Sebelas Maret,Teknik Informatika,3.41,1,Google Data Analytics,Campus Hiring
C02378,B091,"Cut Jasmin Hutasoit, S.E.I",Female,2005-12-26,21,Makassar,S1,Telkom University,Akuntansi,3.11,0,None,BUMN Bersama
C02379,B092,R. Zalindra Lailasari,Male,2003-08-10,23,Bandung,S1,Universitas Gadjah Mada,Teknik Elektro,3.0,2,None,Campus Hiring
C02380,B091,"dr. Prasetya Winarno, S.H.",Female,2002-08-01,24,Balikpapan,S2,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.76,1,TOEFL,Reguler
C02381,B091,"Irnanto Uyainah, S.E.",Female,2001-08-09,25,Medan,S1,Universitas Padjadjaran,Teknik Elektro,2.82,0,TOEFL,Reguler
C02382,B092,Koko Situmorang,Male,2004-09-28,22,Surabaya,S1,Universitas Indonesia,Teknik Mesin,3.5,1,CCNA,Career Expo
C02383,B092,Maras Saptono,Female,2000-09-06,26,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.52,1,None,Reguler
C02384,B090,"R. Aslijan Marbun, M.M.",Female,2001-06-21,25,Jakarta,S1,Universitas Padjadjaran,Teknik Industri,3.28,0,AWS CCP,Reguler
C02385,B091,Nabila Sihombing,Female,2002-04-04,24,Medan,S1,Universitas Sebelas Maret,Teknik Sipil,3.77,1,None,Career Expo
C02386,B091,Ulva Nasyidah,Male,2005-09-22,21,Yogyakarta,S1,Universitas Gadjah Mada,Teknik Industri,2.94,0,Google Data Analytics,Job Fair Kampus
C02387,B092,Harjasa Zulaika,Female,2002-02-16,24,Semarang,S1,Universitas Padjadjaran,Akuntansi,3.1,0,CCNA,Reguler
C02388,B091,"Kayla Kusmawati, S.T.",Female,2001-10-12,25,Yogyakarta,S1,Universitas Gadjah Mada,Administrasi Bisnis,2.89,4,None,Campus Hiring
C02389,B092,Karta Fujiati,Male,1999-04-25,27,Pontianak,S1,Universitas Brawijaya,Manajemen,3.01,2,None,Reguler
C02390,B090,Edward Hassanah,Female,2003-06-19,23,Yogyakarta,S1,Universitas Indonesia,Teknik Informatika,3.38,0,AWS CCP,Reguler
C02391,B090,Shania Sihotang,Female,2004-09-01,22,Palembang,S1,Universitas Brawijaya,Administrasi Bisnis,3.83,0,None,Campus Hiring
C02392,B090,Ir. Yahya Gunarto,Male,2002-08-28,24,Bandung,S1,Universitas Indonesia,Teknik Sipil,3.07,2,None,Reguler
C02393,B092,Vero Nasyidah,Male,2003-03-24,23,Bandung,S1,Universitas Diponegoro,Teknik Sipil,3.99,0,TOEFL,Reguler
C02394,B092,"Garang Astuti, M.Ak",Female,2005-07-25,21,Jakarta,S1,Universitas Diponegoro,Hukum,3.81,1,AWS CCP,Campus Hiring
C02395,B090,"Sidiq Saputra, S.Psi",Male,2003-08-08,23,Pontianak,S1,Universitas Padjadjaran,Teknik Elektro,3.35,0,None,Campus Hiring
C02396,B092,Hasna Januar,Male,2002-07-04,24,Palembang,S1,Universitas Diponegoro,Teknik Mesin,3.07,1,None,Reguler
C02397,B091,Safina Padmasari,Female,2002-08-06,24,Medan,S1,Universitas Airlangga,Hukum,3.9,1,None,Reguler
C02398,B092,Malika Wulandari,Female,2003-02-04,23,Makassar,S1,Universitas Brawijaya,Hukum,3.05,1,AK3,Job Fair Kampus
C02399,B091,"Halima Wulandari, M.Farm",Female,2005-10-14,21,Balikpapan,S1,Universitas Padjadjaran,Teknik Industri,3.71,0,None,Job Fair Kampus
C02400,B091,"Sutan Karma Sirait, S.E.",Female,2002-08-07,24,Pontianak,S2,Universitas Diponegoro,Ilmu Komunikasi,3.8,0,CCNA,BUMN Bersama
C02401,B091,Pia Anggriawan,Female,2004-08-02,22,Makassar,S1,Universitas Padjadjaran,Teknik Mesin,3.86,0,AK3,Reguler
C02402,B092,"Adika Hidayat, S.Ked",Female,2001-05-24,25,Pontianak,S1,Universitas Diponegoro,Teknik Industri,3.78,1,TOEFL,BUMN Bersama
C02403,B092,Cinthia Novitasari,Male,2003-11-26,23,Medan,S1,Institut Teknologi Bandung,Hukum,3.66,1,None,Reguler
C02404,B091,Mahdi Hassanah,Female,2004-08-06,22,Balikpapan,S1,Telkom University,Teknik Elektro,3.28,0,Google Data Analytics,Campus Hiring
C02405,B092,Gawati Suryono,Female,2003-01-08,23,Jakarta,S1,Universitas Brawijaya,Teknik Sipil,3.43,0,None,Campus Hiring
C02406,B092,Febi Firmansyah,Male,2001-06-13,25,Palembang,S1,Telkom University,Teknik Mesin,3.26,1,AWS CCP,Campus Hiring
C02407,B092,Lukman Iswahyudi,Female,2001-01-16,25,Yogyakarta,S1,Universitas Indonesia,Teknik Mesin,3.22,0,TOEFL,Reguler
C02408,B092,Wakiman Riyanti,Male,2001-12-09,25,Surabaya,S1,Universitas Padjadjaran,Hukum,3.23,0,None,Campus Hiring
C02409,B091,"Tugiman Pratama, M.Ak",Female,2004-05-13,22,Palembang,S1,Universitas Padjadjaran,Sistem Informasi,3.69,0,None,Career Expo
C02410,B091,"Banawi Lazuardi, S.Pt",Male,1999-04-27,27,Pontianak,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.74,0,TOEFL,Job Fair Kampus
C02411,B090,"Ir. Diah Waluyo, M.Farm",Female,2001-02-02,25,Jakarta,S1,Universitas Brawijaya,Akuntansi,3.77,0,None,Career Expo
C02412,B091,"R.M. Umar Kusumo, S.E.",Female,2005-05-17,21,Semarang,S1,Universitas Sebelas Maret,Teknik Industri,3.04,0,None,Career Expo
C02413,B092,Ida Hastuti,Female,2005-05-07,21,Makassar,S1,Universitas Sebelas Maret,Psikologi,3.51,2,Google Data Analytics,Reguler
C02414,B091,"Waluyo Hutagalung, M.M.",Female,2002-11-22,24,Palembang,S1,Universitas Sebelas Maret,Teknik Elektro,3.36,0,None,Campus Hiring
C02415,B092,Vivi Aryani,Female,2005-12-18,21,Semarang,S1,Universitas Padjadjaran,Akuntansi,3.91,2,Google Data Analytics,Campus Hiring
C02416,B092,"Salwa Sinaga, S.T.",Male,2004-08-09,22,Bandung,S2,Institut Teknologi Sepuluh Nopember,Sistem Informasi,3.89,1,None,Reguler
C02417,B090,Purwadi Hidayanto,Female,2005-12-17,21,Jakarta,S1,Universitas Padjadjaran,Akuntansi,3.81,0,None,Career Expo
C02418,B091,Vicky Halim,Female,2004-08-02,22,Yogyakarta,S1,Universitas Brawijaya,Ilmu Komunikasi,3.44,0,None,BUMN Bersama
C02419,B091,Kayla Sitorus,Male,2004-09-27,22,Medan,S1,Universitas Diponegoro,Psikologi,3.63,0,None,Reguler
C02420,B090,Eka Saptono,Female,2002-08-06,24,Makassar,S1,Universitas Sebelas Maret,Teknik Informatika,3.84,0,None,Job Fair Kampus
C02421,B090,Irnanto Hidayat,Female,2001-05-08,25,Medan,S1,Telkom University,Akuntansi,3.4,0,None,Reguler
C02422,B092,Farah Suryatmi,Female,2000-09-18,26,Surabaya,S1,Institut Teknologi Bandung,Teknik Sipil,3.35,3,Google Data Analytics,Reguler
C02423,B090,Elma Yuliarti,Female,2004-10-20,22,Jakarta,S1,Universitas Gadjah Mada,Akuntansi,3.53,1,TOEFL,Campus Hiring
C02424,B090,Cici Megantara,Female,2004-01-20,22,Palembang,S1,Universitas Airlangga,Manajemen,3.12,2,None,Reguler
C02425,B090,KH. Irfan Pratama,Female,2002-10-04,24,Surabaya,S1,Universitas Brawijaya,Hukum,3.05,1,None,Reguler
C02426,B091,Hj. Cici Handayani,Female,2004-09-11,22,Balikpapan,S1,Universitas Gadjah Mada,Teknik Sipil,3.64,0,AK3,Campus Hiring
C02427,B092,"Hana Jailani, S.Gz",Female,1999-03-26,27,Jakarta,S1,Telkom University,Hukum,3.09,0,AWS CCP,BUMN Bersama
C02428,B091,Bagus Pertiwi,Female,2004-05-23,22,Makassar,S1,Telkom University,Teknik Informatika,3.34,0,None,Job Fair Kampus
C02429,B092,"Hafshah Hassanah, S.Ked",Male,2004-12-11,22,Medan,S1,Universitas Indonesia,Teknik Sipil,3.44,0,None,Career Expo
C02430,B090,Eka Yolanda,Male,2001-03-14,25,Bandung,S1,Universitas Sebelas Maret,Manajemen,3.21,1,Google Data Analytics,Reguler
C02431,B092,"Abyasa Firgantoro, S.Sos",Female,2002-09-26,24,Pontianak,S1,Institut Teknologi Bandung,Sistem Informasi,3.09,0,CCNA,Reguler
C02432,B090,Eka Sitompul,Female,2001-10-11,25,Bandung,S1,Universitas Airlangga,Hukum,2.82,1,TOEFL,Reguler
C02433,B090,Ratih Adriansyah,Female,2002-02-23,24,Yogyakarta,S1,Universitas Diponegoro,Administrasi Bisnis,3.29,0,None,Reguler
C02434,B091,H. Wage Lestari,Female,2005-07-20,21,Semarang,S1,Universitas Airlangga,Hukum,3.83,1,None,Reguler
C02435,B091,Maya Waskita,Male,2003-12-05,23,Makassar,S1,Universitas Brawijaya,Teknik Industri,3.55,0,CCNA,Reguler
C02436,B090,"Puti Puput Prasetyo, S.Ked",Male,2003-12-04,23,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.38,0,None,Reguler
C02437,B092,Shakila Laksmiwati,Female,2005-05-28,21,Yogyakarta,S1,Telkom University,Teknik Sipil,3.63,1,None,Career Expo
C02438,B092,Kasim Nasyiah,Male,2003-03-07,23,Makassar,S1,Universitas Indonesia,Teknik Sipil,2.98,1,None,Reguler
C02439,B090,Juli Zulaika,Male,1999-08-14,27,Yogyakarta,S1,Universitas Indonesia,Teknik Informatika,3.74,1,CCNA,BUMN Bersama
C02440,B092,Lalita Hakim,Female,2004-08-13,22,Bandung,S1,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.13,2,None,BUMN Bersama
C02441,B092,"Yusuf Yuliarti, S.Pt",Male,2005-05-12,21,Pontianak,S1,Universitas Airlangga,Teknik Mesin,3.87,1,None,Reguler
C02442,B090,Patricia Siregar,Male,1998-07-18,28,Makassar,S1,Universitas Padjadjaran,Administrasi Bisnis,3.3,0,None,Career Expo
C02443,B090,Saadat Haryanti,Female,2001-05-26,25,Jakarta,S1,Universitas Diponegoro,Akuntansi,3.04,0,None,Reguler
C02444,B091,"KH. Elvin Yuliarti, S.Kom",Female,2002-09-11,24,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Akuntansi,3.07,1,TOEFL,Career Expo
C02445,B090,Kadir Gunarto,Male,2000-11-22,26,Balikpapan,S2,Universitas Sebelas Maret,Teknik Informatika,3.46,0,TOEFL,Reguler
C02446,B092,Salimah Nainggolan,Male,2005-06-26,21,Medan,S1,Institut Teknologi Sepuluh Nopember,Manajemen,3.01,1,None,Reguler
C02447,B092,Tami Wibisono,Male,2002-04-22,24,Palembang,S2,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.4,1,None,BUMN Bersama
C02448,B090,Lasmono Tamba,Male,2002-11-15,24,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,3.43,3,None,BUMN Bersama
C02449,B091,Chelsea Usamah,Male,2001-07-25,25,Surabaya,S1,Institut Teknologi Bandung,Teknik Industri,3.45,0,None,Campus Hiring
C02450,B092,Unjani Nainggolan,Male,2004-12-25,22,Palembang,S1,Universitas Diponegoro,Teknik Sipil,3.13,0,None,Campus Hiring
C02451,B090,Argono Nababan,Male,2001-03-25,25,Medan,S1,Universitas Sebelas Maret,Teknik Industri,2.91,0,TOEFL,Campus Hiring
C02452,B092,Najib Rahayu,Female,2004-10-06,22,Yogyakarta,S1,Universitas Padjadjaran,Teknik Informatika,3.78,0,None,Job Fair Kampus
C02453,B092,Jindra Wibisono,Female,2004-06-11,22,Pontianak,S1,Universitas Diponegoro,Psikologi,2.81,0,None,Reguler
C02454,B090,Prima Namaga,Male,2000-10-26,26,Balikpapan,S1,Universitas Indonesia,Teknik Informatika,3.95,0,None,BUMN Bersama
C02455,B091,"Gaiman Mandasari, M.Pd",Male,2000-10-26,26,Surabaya,S1,Universitas Diponegoro,Manajemen,3.26,1,None,Reguler
C02456,B092,"Dr. Anita Firgantoro, S.Psi",Male,2004-04-08,22,Palembang,S1,Universitas Indonesia,Teknik Informatika,3.04,1,None,BUMN Bersama
C02457,B090,Gandi Gunarto,Female,2003-04-02,23,Medan,S1,Universitas Brawijaya,Hukum,3.6,0,TOEFL,Campus Hiring
C02458,B091,Devi Prabowo,Female,2000-08-17,26,Medan,S1,Universitas Indonesia,Sistem Informasi,3.82,0,None,Reguler
C02459,B090,"Ir. Mulyanto Nurdiyanti, M.M.",Female,2002-05-21,24,Semarang,S2,Universitas Gadjah Mada,Teknik Informatika,3.36,0,None,Reguler
C02460,B092,"Tedi Nasyiah, S.E.I",Female,2003-05-26,23,Balikpapan,S1,Universitas Padjadjaran,Teknik Elektro,3.33,0,None,Reguler
C02461,B090,"Ratna Pradipta, S.Pt",Female,2004-04-11,22,Medan,S2,Institut Teknologi Bandung,Teknik Informatika,3.77,0,None,Campus Hiring
C02462,B091,Oman Megantara,Male,2004-09-11,22,Surabaya,S2,Universitas Gadjah Mada,Teknik Elektro,3.65,1,None,BUMN Bersama
C02463,B092,Safina Budiyanto,Female,2003-04-06,23,Yogyakarta,S1,Universitas Gadjah Mada,Administrasi Bisnis,3.05,1,None,Reguler
C02464,B091,Raina Gunawan,Male,1999-12-26,27,Jakarta,S1,Universitas Airlangga,Teknik Elektro,2.98,1,TOEFL,Campus Hiring
C02465,B092,Nardi Yulianti,Female,2003-11-25,23,Medan,S1,Telkom University,Hukum,3.52,1,None,Reguler
C02466,B091,Aditya Natsir,Male,2001-06-20,25,Semarang,S1,Universitas Airlangga,Teknik Elektro,3.88,2,None,Reguler
C02467,B092,"Asirwanda Samosir, S.IP",Female,1998-01-21,28,Bandung,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,2.85,2,None,Campus Hiring
C02468,B091,Rahmi Narpati,Male,1999-03-04,27,Semarang,S1,Universitas Brawijaya,Teknik Informatika,2.93,0,AWS CCP,Reguler
C02469,B090,"Ir. Bella Kurniawan, S.IP",Male,2005-04-03,21,Surabaya,S1,Universitas Padjadjaran,Teknik Industri,3.31,0,None,Career Expo
C02470,B091,Rina Susanti,Male,2004-07-03,22,Surabaya,S1,Universitas Diponegoro,Hukum,3.34,0,None,Reguler
C02471,B091,Atma Pangestu,Female,1998-01-22,28,Surabaya,S1,Universitas Brawijaya,Sistem Informasi,3.67,2,None,Reguler
C02472,B090,Jessica Wastuti,Female,1999-11-14,27,Makassar,S1,Universitas Indonesia,Teknik Elektro,3.73,0,AWS CCP,Reguler
C02473,B092,Jane Lazuardi,Male,2000-08-28,26,Medan,S2,Institut Teknologi Sepuluh Nopember,Manajemen,3.49,1,None,Campus Hiring
C02474,B090,"Kamal Palastri, S.E.I",Male,2005-06-09,21,Bandung,S1,Universitas Padjadjaran,Sistem Informasi,3.2,1,Google Data Analytics,Career Expo
C02475,B092,Zalindra Prabowo,Female,2004-02-23,22,Yogyakarta,S1,Universitas Padjadjaran,Teknik Elektro,3.7,0,AK3,Campus Hiring
C02476,B092,"Dt. Lega Natsir, S.Psi",Female,2001-10-01,25,Bandung,S1,Universitas Airlangga,Teknik Elektro,3.65,0,None,Reguler
C02477,B091,Banawa Saefullah,Female,2005-10-08,21,Semarang,S1,Universitas Padjadjaran,Teknik Industri,3.04,1,None,Reguler
C02478,B090,Praba Agustina,Female,2002-04-15,24,Yogyakarta,S1,Universitas Indonesia,Akuntansi,3.29,0,AWS CCP,Reguler
C02479,B092,Mursinin Uwais,Female,2005-11-05,21,Yogyakarta,S2,Universitas Brawijaya,Teknik Industri,2.87,0,Google Data Analytics,Reguler
C02480,B092,R.M. Ismail Prasasta,Male,2002-11-27,24,Pontianak,S1,Universitas Brawijaya,Manajemen,2.91,2,TOEFL,Career Expo
C02481,B091,Cut Diana Januar,Female,2003-02-15,23,Bandung,S1,Universitas Brawijaya,Teknik Industri,3.94,0,None,Campus Hiring
C02482,B092,"Ir. Luwar Waluyo, S.E.",Male,2005-12-03,21,Pontianak,S1,Universitas Indonesia,Administrasi Bisnis,3.73,0,TOEFL,Campus Hiring
C02483,B092,Tasnim Laksita,Male,2001-02-16,25,Balikpapan,S1,Telkom University,Teknik Industri,3.66,0,None,Reguler
C02484,B091,Adiarja Ardianto,Female,2003-12-26,23,Medan,S2,Telkom University,Teknik Sipil,3.04,1,Google Data Analytics,Campus Hiring
C02485,B092,Wira Irawan,Female,2000-07-28,26,Jakarta,S1,Universitas Brawijaya,Teknik Informatika,3.45,0,TOEFL,Reguler
C02486,B091,"Sadina Rahayu, S.Pd",Male,2003-10-22,23,Palembang,S1,Universitas Indonesia,Psikologi,2.95,0,None,Career Expo
C02487,B092,Talia Kusmawati,Male,2001-01-20,25,Bandung,S1,Telkom University,Manajemen,3.13,0,TOEFL,Job Fair Kampus
C02488,B091,"Dian Putra, S.E.I",Male,2002-01-02,24,Surabaya,S1,Universitas Sebelas Maret,Manajemen,2.83,0,CCNA,Job Fair Kampus
C02489,B091,"Emong Nurdiyanti, M.M.",Female,2003-08-28,23,Makassar,S1,Universitas Gadjah Mada,Teknik Elektro,3.64,0,None,Career Expo
C02490,B090,Halima Natsir,Male,2005-06-14,21,Palembang,S1,Institut Teknologi Bandung,Sistem Informasi,3.96,1,None,Campus Hiring
C02491,B090,Cut Rina Najmudin,Female,2003-10-22,23,Medan,S1,Universitas Indonesia,Teknik Informatika,3.97,1,None,Reguler
C02492,B091,"Najwa Suryatmi, S.Pt",Female,2001-12-17,25,Makassar,S1,Universitas Airlangga,Ilmu Komunikasi,2.93,0,None,Reguler
C02493,B090,"Raden Sihombing, S.I.Kom",Female,2002-04-12,24,Makassar,S1,Universitas Diponegoro,Teknik Informatika,3.41,0,CCNA,Reguler
C02494,B090,Agnes Puspita,Female,2002-06-28,24,Balikpapan,S2,Universitas Diponegoro,Ilmu Komunikasi,3.06,1,None,Reguler
C02495,B090,Dadi Lazuardi,Female,2001-03-12,25,Jakarta,S1,Universitas Padjadjaran,Teknik Elektro,3.87,1,None,Campus Hiring
C02496,B090,R. Lasmanto Tarihoran,Male,2003-08-04,23,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.24,0,TOEFL,Reguler
C02497,B090,"Drs. Ophelia Prasetya, M.M.",Male,2004-09-16,22,Surabaya,S1,Universitas Sebelas Maret,Teknik Elektro,3.76,0,TOEFL,Campus Hiring
C02498,B092,"Ir. Maryanto Pranowo, S.T.",Male,2004-06-06,22,Yogyakarta,S1,Universitas Sebelas Maret,Teknik Mesin,3.95,0,None,Campus Hiring
C02499,B091,Dagel Kusumo,Male,2004-03-13,22,Medan,S1,Universitas Indonesia,Sistem Informasi,3.34,1,TOEFL,Reguler
C02500,B091,"R.M. Mahdi Kusmawati, M.Kom.",Male,2004-04-03,22,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Industri,3.48,0,None,Job Fair Kampus
C02501,B090,Capa Winarsih,Female,2003-11-21,23,Pontianak,S1,Universitas Indonesia,Teknik Sipil,3.35,4,None,BUMN Bersama
C02502,B090,Asmadi Yuliarti,Female,2004-11-11,22,Bandung,S1,Universitas Airlangga,Teknik Mesin,3.39,0,None,Campus Hiring
C02503,B091,Intan Pranowo,Female,2004-10-09,22,Medan,S1,Universitas Brawijaya,Sistem Informasi,3.57,1,AWS CCP,Reguler
C02504,B090,Hafshah Sitorus,Female,2004-10-04,22,Jakarta,S1,Universitas Sebelas Maret,Teknik Industri,3.44,2,None,Reguler
C02505,B092,Dr. Aurora Jailani,Female,2004-10-21,22,Bandung,S1,Institut Teknologi Bandung,Hukum,3.16,1,Google Data Analytics,Job Fair Kampus
C02506,B092,"Anastasia Nasyiah, S.E.",Female,2004-04-12,22,Jakarta,S1,Universitas Indonesia,Teknik Informatika,3.82,0,AK3,Campus Hiring
C02507,B091,Panji Dabukke,Female,2002-10-21,24,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.24,1,AWS CCP,Reguler
C02508,B090,Oliva Latupono,Female,2001-11-03,25,Semarang,S1,Universitas Diponegoro,Teknik Sipil,3.35,1,None,Campus Hiring
C02509,B090,Umar Prakasa,Female,2004-11-06,22,Medan,S1,Universitas Diponegoro,Teknik Sipil,3.3,1,None,BUMN Bersama
C02510,B091,"Maimunah Rahayu, M.Farm",Male,2000-06-23,26,Surabaya,S1,Institut Teknologi Sepuluh Nopember,Teknik Industri,3.48,1,None,Career Expo
C02511,B091,Lili Napitupulu,Male,2001-04-22,25,Pontianak,S1,Universitas Airlangga,Teknik Sipil,3.8,0,None,Campus Hiring
C02512,B092,"Shania Simbolon, S.H.",Male,2003-04-19,23,Medan,S1,Universitas Indonesia,Teknik Elektro,3.27,0,None,Reguler
C02513,B090,"R. Gamani Pradana, S.IP",Male,2001-01-06,25,Bandung,S1,Universitas Padjadjaran,Sistem Informasi,3.42,0,CCNA,Reguler
C02514,B091,Okto Zulkarnain,Female,2002-02-17,24,Semarang,S1,Universitas Padjadjaran,Hukum,3.27,0,AK3,Reguler
C02515,B092,"R.A. Keisha Prasetya, S.Pt",Female,1997-10-26,29,Medan,S1,Universitas Sebelas Maret,Hukum,2.94,2,TOEFL,Reguler
C02516,B090,Restu Laksita,Female,2001-09-06,25,Yogyakarta,S1,Telkom University,Sistem Informasi,3.01,0,None,Campus Hiring
C02517,B091,Tirtayasa Fujiati,Male,2002-02-21,24,Balikpapan,S1,Universitas Indonesia,Teknik Informatika,3.15,1,None,Job Fair Kampus
C02518,B092,Darijan Suryatmi,Male,2001-06-23,25,Yogyakarta,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.29,1,None,BUMN Bersama
C02519,B092,Elma Wibisono,Male,2000-01-04,26,Balikpapan,S1,Universitas Diponegoro,Teknik Elektro,3.64,0,None,BUMN Bersama
C02520,B091,Diana Haryanti,Female,2003-10-10,23,Pontianak,S1,Universitas Indonesia,Sistem Informasi,3.1,0,None,Career Expo
C02521,B091,"Febi Usamah, S.I.Kom",Female,1998-02-14,28,Medan,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.76,1,TOEFL,Campus Hiring
C02522,B091,Farah Sitorus,Male,1999-02-07,27,Medan,S1,Universitas Padjadjaran,Teknik Sipil,3.79,2,None,Reguler
C02523,B091,Anggabaya Purnawati,Male,2004-09-09,22,Yogyakarta,S1,Universitas Padjadjaran,Akuntansi,3.01,1,None,Career Expo
C02524,B091,Estiono Mansur,Male,1996-03-01,30,Yogyakarta,S1,Universitas Gadjah Mada,Hukum,3.09,0,None,Job Fair Kampus
C02525,B092,Simon Hastuti,Female,2003-01-10,23,Pontianak,S1,Universitas Sebelas Maret,Ilmu Komunikasi,3.39,2,TOEFL,Career Expo
C02526,B090,Lili Narpati,Female,1999-05-02,27,Makassar,S1,Universitas Gadjah Mada,Administrasi Bisnis,2.89,2,None,Reguler
C02527,B092,"Tgk. Darmaji Sihombing, M.Ak",Female,2000-01-01,26,Medan,S1,Universitas Indonesia,Teknik Mesin,2.82,1,TOEFL,Job Fair Kampus
C02528,B091,Paiman Uyainah,Female,1998-03-10,28,Medan,S1,Universitas Diponegoro,Manajemen,3.86,0,None,Job Fair Kampus
C02529,B090,R. Ratih Puspasari,Male,2002-08-28,24,Semarang,S1,Telkom University,Sistem Informasi,3.46,2,TOEFL,Reguler
C02530,B090,"R.A. Clara Zulkarnain, M.TI.",Male,2001-03-26,25,Semarang,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.73,0,None,Campus Hiring
C02531,B092,Zelda Pratama,Male,2003-12-02,23,Makassar,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,2.89,2,TOEFL,Reguler
C02532,B091,Dr. Zalindra Hariyah,Male,2005-02-24,21,Semarang,S1,Universitas Airlangga,Teknik Informatika,3.1,1,TOEFL,Job Fair Kampus
C02533,B090,Amalia Aryani,Female,2005-08-28,21,Balikpapan,S1,Universitas Sebelas Maret,Akuntansi,3.9,0,CCNA,Campus Hiring
C02534,B090,"Hilda Prayoga, S.Psi",Female,2004-06-15,22,Bandung,S1,Institut Teknologi Sepuluh Nopember,Teknik Industri,3.46,1,None,Reguler
C02535,B090,Ratna Prasetya,Female,2005-05-18,21,Medan,S1,Telkom University,Teknik Sipil,3.2,0,None,Job Fair Kampus
C02536,B091,R. Queen Ardianto,Male,2001-12-11,25,Semarang,S1,Universitas Airlangga,Teknik Sipil,2.93,0,AK3,BUMN Bersama
C02537,B092,Aurora Gunarto,Male,2005-07-16,21,Palembang,S2,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.28,1,None,Campus Hiring
C02538,B091,Uchita Mayasari,Female,2001-05-03,25,Surabaya,S1,Institut Teknologi Sepuluh Nopember,Teknik Industri,3.11,2,None,Job Fair Kampus
C02539,B092,Irwan Nuraini,Female,2000-01-23,26,Balikpapan,S1,Universitas Indonesia,Sistem Informasi,2.97,0,None,Reguler
C02540,B092,Natalia Januar,Male,2003-05-22,23,Surabaya,S1,Universitas Indonesia,Sistem Informasi,2.88,1,None,Job Fair Kampus
C02541,B090,Nilam Permadi,Female,2004-08-27,22,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.99,0,None,Reguler
C02542,B090,Kalim Budiman,Female,2004-04-02,22,Pontianak,S1,Universitas Diponegoro,Administrasi Bisnis,3.61,1,None,Reguler
C02543,B092,"Uchita Wasita, S.Kom",Male,2003-01-08,23,Bandung,S1,Institut Teknologi Bandung,Hukum,3.9,0,None,Campus Hiring
C02544,B092,Gatot Sihombing,Female,2005-05-01,21,Palembang,S1,Universitas Indonesia,Teknik Industri,3.31,0,TOEFL,Campus Hiring
C02545,B090,Marsudi Iswahyudi,Male,2004-02-10,22,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.6,0,AWS CCP,Reguler
C02546,B090,Jatmiko Winarsih,Female,2002-05-07,24,Palembang,S1,Universitas Airlangga,Hukum,2.88,0,None,Reguler
C02547,B090,Elisa Haryanti,Female,2005-01-21,21,Medan,S1,Universitas Brawijaya,Teknik Mesin,3.49,0,None,Job Fair Kampus
C02548,B092,"Ir. Ulva Padmasari, S.Ked",Male,2002-03-22,24,Makassar,S1,Universitas Gadjah Mada,Teknik Sipil,3.59,0,None,Job Fair Kampus
C02549,B091,Malika Mandala,Male,2001-10-25,25,Makassar,S1,Universitas Brawijaya,Teknik Informatika,3.31,0,AK3,BUMN Bersama
