ID_PENDAFTARAN,NAMA REKRUTMEN,JENJANG,USIA,PRODI,JURUSAN ASAL PERGURUAN TINGGI / SEKOLAH,NEM/IPK,GELAR,JENIS KELAMIN,NAMA,AGAMA,STATUS,NO KTP,NO PONSEL,EMAIL,TAHUN LAHIR,BULAN LAHIR,TANGGAL LAHIR,TEMPAT LAHIR,KOTA KTP,ALAMAT KTP,KODE POS,TAHUN LULUS SMA,TAHUN MASUK SMA,TAHUN LULUS SMP,TAHUN MASUK SMP,TAHUN LULUS SD,TAHUN MASUK SD,ASAL SD/KOTA,ASAL SMP/KOTA,ASAL SMA/KOTA,UKURAN BAJU,UKURAN SEPATU,UKURAN CELANA,VERIFIKATOR,UMUR,STATUS NIKAH,IPK,JURUSAN,KTP,AKTA,IJAZAH,TRANSKRIP,ENGLISH SKILL
REG-2026-06464,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK LISTRIK,Universitas Negeri Jakarta,3.16,S.T.,Laki-laki,Wahyu Widodo,Islam,Belum Kawin,4038048789528586,+62 (55) 453-0158,wahyuwidod920@pln.co.id,2005,2,8,Bekasi,Bekasi,Gang Yos Sudarso No. 42,69622,2023,2020,2020,2017,2017,2011,Ambon,Bukittinggi,Kota Administrasi Jakarta Timur,M,43,28,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-06465,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,27,MANAJEMEN BISNIS,Universitas Indonesia,3.68,M.M.,Laki-laki,Banawa Waskita,Islam,Kawin,8867184581348187,+62 (0478) 559-7510,banawawask998@pln.co.id,1999,9,11,Sungai Penuh,Sungai Penuh,Gg. H.J Maemunah No. 6,64855,2017,2014,2014,2011,2011,2005,Jambi,Meulaboh,Denpasar,XXL,40,28,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-06466,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,AKUNTANSI,Universitas Pendidikan Indonesia,3.94,S.E.,Laki-laki,Makara Mandala,Islam,Belum Kawin,2715304112304768,0849420612,makaramand167@pln.co.id,2004,9,20,Banjarbaru,Banjarbaru,Gg. Ciumbuleuit No. 3,52683,2022,2019,2019,2016,2016,2010,Kendari,Pagaralam,Tangerang Selatan,M,44,37,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06467,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,TEKNIK GEODESI,Universitas Hasanuddin,3.13,S.T.,Laki-laki,Ilyas Hidayat,Kristen,Belum Kawin,7527092335003169,(065) 805 6543,ilyashiday578@yahoo.com,2002,5,10,Gorontalo,Gorontalo,Gg. BKR No. 92,69073,2020,2017,2017,2014,2014,2008,Tangerang Selatan,Bima,Jayapura,M,39,27,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06468,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,Tata Boga,Universitas Hasanuddin,3.97,M.M.,Perempuan,Sari Purwanti,Islam,Kawin,0019608061405746,+62-24-698-6923,saripurwan988@pln.co.id,1998,8,7,Pematangsiantar,Pematangsiantar,Jalan Cikapayang No. 330,23887,2016,2013,2013,2010,2010,2004,Banjar,Banjar,Salatiga,L,37,35,Ratna Sari,1,1,1,0,1,1,1,1,1
REG-2026-06469,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK ELEKTRO,Universitas Pendidikan Indonesia,3.22,A.Md.T.,Laki-laki,Baktiono Pranowo,Islam,Belum Kawin,6734343657335804,(0061) 524-7431,baktionopr712@pln.co.id,2002,5,18,Tegal,Tegal,Jalan Pacuan Kuda No. 17,23100,2020,2017,2017,2014,2014,2008,Tangerang Selatan,Sabang,Sabang,S,37,32,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06470,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,28,TEKNIK BIOENERGI,Universitas Udayana,3.32,M.M.,Laki-laki,Dalimin Narpati,Islam,Belum Kawin,3459450641905675,(0730) 672-0883,daliminnar345@pln.co.id,1998,10,2,Magelang,Magelang,Gang Peta No. 877,48583,2016,2013,2013,2010,2010,2004,Kota Administrasi Jakarta Timur,Parepare,Bengkulu,XXL,40,40,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06471,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,23,MANAJEMEN KEUANGAN,Institut Teknologi Nasional,3.26,S.E.,Perempuan,Genta Mulyani,Islam,Belum Kawin,6175050856572529,+62 (27) 487 2480,gentamulya31@pln.co.id,2003,11,1,Tual,Tual,Gg. Tebet Barat Dalam No. 4,49750,2021,2018,2018,2015,2015,2009,Pematangsiantar,Binjai,Sungai Penuh,M,40,33,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06472,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,27,BIG DATA DAN BUSINESS INTELLIGENCE,Universitas Muhammadiyah Yogyakarta,3.16,M.M.,Perempuan,Vera Laksmiwati,Islam,Kawin,2131135005975108,+62 (97) 582-5349,veralaksmi29@pln.co.id,1999,3,18,Parepare,Parepare,Gg. Dipatiukur No. 221,76147,2017,2014,2014,2011,2011,2005,Malang,Sibolga,Kotamobagu,M,36,39,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06473,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,AKUNTANSI,Universitas Negeri Yogyakarta,3.67,M.M.,Laki-laki,Gamblang Prayoga,Kristen,Belum Kawin,9019306034061152,(0625) 363-6941,gamblangpr563@outlook.com,2002,3,10,Kupang,Kupang,Jl. Ahmad Dahlan No. 080,62048,2020,2017,2017,2014,2014,2008,Bengkulu,Serang,Pasuruan,XL,44,34,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06474,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,25,DIGITAL MARKETING DAN ANALYTICS,Universitas Sebelas Maret,3.05,M.M.,Perempuan,Paulin Namaga,Islam,Belum Kawin,3913776747972628,+62-63-927-1408,paulinnama53@outlook.com,2001,5,3,Pagaralam,Pagaralam,Jalan Astana Anyar No. 51,24934,2019,2016,2016,2013,2013,2007,Prabumulih,Pagaralam,Pangkalpinang,XXXL,38,28,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06475,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,24,ENERGI BARU TERBARUKAN,Universitas Hasanuddin,3.26,S.E.,Laki-laki,Prayoga Hutapea,Islam,Belum Kawin,8206381406842652,+62 (0817) 325 1801,prayogahut79@outlook.com,2002,8,12,Bekasi,Bekasi,Jl. Pasirkoja No. 8,18455,2020,2017,2017,2014,2014,2008,Sawahlunto,Surabaya,Palangkaraya,M,44,33,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06476,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,Tata Boga,Universitas Brawijaya,3.92,S.E.,Perempuan,Qori Novitasari,Islam,Belum Kawin,5596952656700862,+62-002-287-6543,qorinovita911@yahoo.com,2004,2,7,Metro,Metro,Jl. M.T Haryono No. 014,55189,2022,2019,2019,2016,2016,2010,Tasikmalaya,Lhokseumawe,Pontianak,S,40,27,Eko Prasetyo,1,1,1,0,1,1,1,1,1
REG-2026-06477,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,ADMINISTRASI BISNIS,Universitas Diponegoro,3.77,S.E.,Laki-laki,Luis Maheswara,Islam,Belum Kawin,2892818405894875,+62-073-084-4047,luismahesw242@pln.co.id,2001,8,5,Sibolga,Sibolga,Jl. Cihampelas No. 532,04095,2019,2016,2016,2013,2013,2007,Balikpapan,Yogyakarta,Madiun,XXXL,41,39,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06478,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,27,BIG DATA DAN BUSINESS INTELLIGENCE,Universitas Jenderal Soedirman,3.31,M.M.,Perempuan,Raina Palastri,Islam,Cerai Hidup,4899227764175367,+62-460-936-5605,rainapalas383@outlook.com,1999,10,15,Kediri,Kediri,Gg. Yos Sudarso No. 2,90018,2017,2014,2014,2011,2011,2005,Kupang,Malang,Makassar,L,41,31,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06479,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,DIGITAL MARKETING DAN ANALYTICS,Universitas Diponegoro,3.66,M.M.,Perempuan,Dalima Astuti,Islam,Belum Kawin,5065984519386344,+62 (0453) 185 9155,dalimaastu432@outlook.com,2002,2,1,Kota Administrasi Jakarta Timur,Kota Administrasi Jakarta Timur,Gang Dipatiukur No. 350,65801,2020,2017,2017,2014,2014,2008,Banjarmasin,Parepare,Ambon,XXXL,44,36,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06480,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,ADMINISTRASI BISNIS,Universitas Brawijaya,3.31,M.M.,Laki-laki,Yono Hutagalung,Kristen,Belum Kawin,1918527040344967,+62 (43) 945 6547,yonohutaga943@outlook.com,2001,1,17,Kota Administrasi Jakarta Selatan,Kota Administrasi Jakarta Selatan,Jl. Dipenogoro No. 32,42765,2019,2016,2016,2013,2013,2007,Bukittinggi,Padangpanjang,Sabang,M,45,33,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06481,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,24,Sastra Mesir Kuno,Universitas Gadjah Mada,3.38,M.M.,Perempuan,Gawati Purnawati,Islam,Belum Kawin,0499639637132407,+62-45-089-6720,gawatipurn313@outlook.com,2002,11,25,Pekalongan,Pekalongan,Jl. Rajiman No. 867,07213,2020,2017,2017,2014,2014,2008,Tangerang Selatan,Pangkalpinang,Bengkulu,L,43,38,Eko Prasetyo,1,1,1,0,1,1,1,1,1
REG-2026-06482,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,24,ADMINISTRASI BISNIS,Universitas Sriwijaya,3.44,M.M.,Perempuan,Indah Anggraini,Katolik,Belum Kawin,0365218262607175,+62 (098) 208 5362,indahanggr426@pln.co.id,2002,6,22,Bandung,Bandung,Jalan Cikapayang No. 61,23951,2020,2017,2017,2014,2014,2008,Bau-Bau,Parepare,Pariaman,XXL,40,38,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06483,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,DATA SCIENCE,Universitas Diponegoro,3.3,S.T.,Perempuan,Elma Aryani,Islam,Belum Kawin,7324472674970373,084 693 7098,elmaaryani615@outlook.com,2004,4,5,Madiun,Madiun,Jalan Dipenogoro No. 4,84212,2022,2019,2019,2016,2016,2010,Meulaboh,Probolinggo,Kediri,XXL,39,31,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06484,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,KOMUNIKASI,Universitas Tadulako,3.74,S.E.,Laki-laki,Naradi Anggriawan,Hindu,Belum Kawin,7364099967973157,+62 (11) 159 4148,naradiangg561@gmail.com,2004,3,19,Kendari,Kendari,Gg. Sentot Alibasa No. 946,59843,2022,2019,2019,2016,2016,2010,Makassar,Banjarmasin,Manado,XXL,42,29,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06485,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,SUPPLY CHAIN MANAGEMENT,Universitas Indonesia,3.75,S.E.,Perempuan,Keisha Nasyiah,Islam,Belum Kawin,2996508789329798,+62-0797-521-4748,keishanasy142@gmail.com,2001,12,13,Padang Sidempuan,Padang Sidempuan,Gang Joyoboyo No. 4,04984,2019,2016,2016,2013,2013,2007,Magelang,Tanjungpinang,Palopo,S,43,42,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06486,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,SAFETY ENGINEERING,Universitas Gadjah Mada,3.35,S.T.,Laki-laki,Prasetyo Hardiansyah,Kristen,Belum Kawin,7110392356568198,(0055) 523 2273,prasetyoha680@pln.co.id,2005,7,17,Palembang,Palembang,Gg. Laswi No. 2,35988,2023,2020,2020,2017,2017,2011,Semarang,Tangerang Selatan,Palembang,L,42,34,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06487,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,BIG DATA DAN BUSINESS INTELLIGENCE,Universitas Trisakti,3.69,M.M.,Perempuan,Nabila Pudjiastuti,Islam,Kawin,9503094869418554,+62 (034) 582-9704,nabilapudj184@yahoo.com,2000,2,26,Tanjungpinang,Tanjungpinang,Gg. Sukabumi No. 57,69162,2018,2015,2015,2012,2012,2006,Sibolga,Surabaya,Samarinda,XXXL,40,41,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-06488,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,21,ADMINISTRASI,Universitas Indonesia,3.98,A.Md.,Perempuan,Oni Hastuti,Katolik,Belum Kawin,4968460054751830,+62 (0839) 647-4969,onihastuti883@pln.co.id,2005,2,5,Jayapura,Jayapura,Jalan R.E Martadinata No. 065,99945,2023,2020,2020,2017,2017,2011,Kota Administrasi Jakarta Barat,Sibolga,Surakarta,M,37,33,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06489,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,MANAJEMEN PROYEK,Universitas Sebelas Maret,3.42,S.E.,Perempuan,Rina Safitri,Islam,Belum Kawin,7155409482141669,+62-73-670-0769,rinasafitr96@outlook.com,2005,8,9,Pagaralam,Pagaralam,Jalan Peta No. 7,19846,2023,2020,2020,2017,2017,2011,Tanjungbalai,Sukabumi,Blitar,S,45,27,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06490,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,TEKNIK BIOENERGI,BINUS University,3.58,S.T.,Perempuan,Juli Hartati,Islam,Belum Kawin,8901549764534148,(030) 044-3958,julihartat473@pln.co.id,2004,11,1,Surabaya,Surabaya,Gang Kapten Muslihat No. 3,84649,2022,2019,2019,2016,2016,2010,Banjar,Lubuklinggau,Samarinda,XXL,36,34,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06491,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,TEKNIK INFORMATIKA,Universitas Negeri Yogyakarta,3.64,S.T.,Perempuan,Lala Zulaika,Islam,Belum Kawin,2138893615417709,(0969) 143 1925,lalazulaik698@gmail.com,2005,3,20,Bekasi,Bekasi,Jalan Moch. Ramdan No. 00,66325,2023,2020,2020,2017,2017,2011,Pangkalpinang,Makassar,Bitung,XXL,45,38,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06492,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN BISNIS,Universitas Diponegoro,3.43,S.E.,Laki-laki,Cahya Saptono,Islam,Belum Kawin,9203491764300083,+62-0947-253-3249,cahyasapto232@pln.co.id,2001,2,12,Sabang,Sabang,Gg. Suniaraja No. 442,91542,2019,2016,2016,2013,2013,2007,Binjai,Batu,Tangerang,XXL,41,37,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06493,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,25,KOMUNIKASI,Universitas Syiah Kuala,3.82,S.E.,Laki-laki,Upik Wibowo,Katolik,Belum Kawin,2297865891831491,+62-0177-964-7424,upikwibowo911@pln.co.id,2001,8,4,Tual,Tual,Gang Soekarno Hatta No. 05,89416,2019,2016,2016,2013,2013,2007,Batu,Parepare,Cimahi,L,43,29,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-06494,REKRUTMEN PUTRA-PUTRI ASLI PAPUA,D3,25,TEKNIK ELEKTRO,Universitas Sam Ratulangi,3.4,A.Md.T.,Perempuan,Karen Farida,Islam,Belum Kawin,8109045467335518,+62 (0128) 714-6364,karenfarid247@gmail.com,2001,3,18,Biak,Biak,Jl. Moch. Toha No. 27,45909,2019,2016,2016,2013,2013,2007,Sungai Penuh,Tual,Bontang,XL,37,34,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06495,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,26,MANAJEMEN PEMASARAN,Universitas Muhammadiyah Yogyakarta,3.88,M.M.,Perempuan,Sadina Usamah,Islam,Belum Kawin,2510745262118869,(0136) 983 5335,sadinausam598@gmail.com,2000,8,1,Sungai Penuh,Sungai Penuh,Gg. Sukabumi No. 2,88487,2018,2015,2015,2012,2012,2006,Bima,Kota Administrasi Jakarta Barat,Palopo,XXL,39,41,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06496,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,24,SUPPLY CHAIN MANAGEMENT,Institut Teknologi Bandung,3.08,M.M.,Perempuan,Zelaya Hasanah,Katolik,Belum Kawin,1315178633100902,(0601) 834 9013,zelayahasa21@gmail.com,2002,12,23,Salatiga,Salatiga,Gang Ir. H. Djuanda No. 8,79000,2020,2017,2017,2014,2014,2008,Tual,Payakumbuh,Palopo,S,38,38,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-06497,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK KIMIA,Universitas Indonesia,3.65,S.T.,Laki-laki,Rahman Narpati,Islam,Belum Kawin,7042749583774665,0841109237,rahmannarp387@outlook.com,2004,12,13,Pekalongan,Pekalongan,Jl. Veteran No. 198,01163,2022,2019,2019,2016,2016,2010,Payakumbuh,Denpasar,Bandung,XXXL,36,33,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06498,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Diponegoro,3.69,S.E.,Perempuan,Kiandra Nuraini,Islam,Belum Kawin,4556389680349364,085 536 6181,kiandranur779@outlook.com,2005,1,2,Lhokseumawe,Lhokseumawe,Jalan Siliwangi No. 21,69959,2023,2020,2020,2017,2017,2011,Banjarbaru,Malang,Bogor,M,43,32,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06499,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,27,MANAJEMEN PEMASARAN,Universitas Mataram,3.71,M.M.,Laki-laki,Indra Haryanto,Islam,Belum Kawin,7632683975823467,+62-733-122-9722,indraharya123@pln.co.id,1999,7,19,Gorontalo,Gorontalo,Jalan Dipenogoro No. 8,06048,2017,2014,2014,2011,2011,2005,Surakarta,Palopo,Payakumbuh,XXL,45,38,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06500,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,25,MANAJEMEN PROYEK,Telkom University,3.74,M.M.,Laki-laki,Prasetyo Sinaga,Islam,Kawin,0006838936659800,+62-0830-955-6468,prasetyosi470@yahoo.com,2001,2,15,Balikpapan,Balikpapan,Jl. Setiabudhi No. 82,71444,2019,2016,2016,2013,2013,2007,Kediri,Pariaman,Sibolga,L,43,36,Rudi Haryanto,1,1,1,1,1,1,1,1,1
REG-2026-06501,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,Sastra Inggris,Universitas Pendidikan Indonesia,3.78,M.M.,Laki-laki,Jumari Uwais,Islam,Kawin,0729253656106238,(062) 957 3434,jumariuwai936@pln.co.id,1998,4,23,Kota Administrasi Jakarta Barat,Kota Administrasi Jakarta Barat,Jalan Cihampelas No. 9,74226,2016,2013,2013,2010,2010,2004,Serang,Cilegon,Bima,XL,41,34,Fajar Kurniawan,1,1,1,0,1,1,1,1,1
REG-2026-06502,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,DATA SCIENCE,Universitas Negeri Yogyakarta,3.53,M.M.,Laki-laki,Mujur Tarihoran,Islam,Belum Kawin,2297173699529419,(0979) 589 0884,mujurtarih146@gmail.com,2002,12,21,Bitung,Bitung,Gang Ciumbuleuit No. 80,99638,2020,2017,2017,2014,2014,2008,Blitar,Tual,Manado,XL,36,37,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-06503,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK INFORMATIKA,Universitas Sriwijaya,3.33,A.Md.T.,Perempuan,Nova Mandasari,Islam,Kawin,1553104555694001,(063) 379-2055,novamandas732@outlook.com,2002,12,12,Sukabumi,Sukabumi,Gang Kapten Muslihat No. 6,88573,2020,2017,2017,2014,2014,2008,Mataram,Makassar,Sibolga,XXXL,44,39,Siti Aminah,1,0,1,1,1,1,1,1,1
REG-2026-06504,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,Tata Boga,Institut Teknologi Nasional,3.35,S.E.,Perempuan,Rachel Usamah,Islam,Belum Kawin,3074531989532883,(051) 376-2633,rachelusam784@yahoo.com,2001,6,22,Subulussalam,Subulussalam,Gg. Kutisari Selatan No. 6,56716,2019,2016,2016,2013,2013,2007,Pekalongan,Kotamobagu,Bandar Lampung,XL,43,27,Siti Aminah,1,1,1,0,1,1,1,1,1
REG-2026-06505,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,27,TEKNIK PERTAMBANGAN,Universitas Lambung Mangkurat,3.97,S.T.,Laki-laki,Pardi Kurniawan,Islam,Belum Kawin,0912022559569321,+62 (78) 643 9017,pardikurni385@pln.co.id,1999,3,20,Pekanbaru,Pekanbaru,Gang Raya Setiabudhi No. 57,52876,2017,2014,2014,2011,2011,2005,Sukabumi,Pangkalpinang,Bau-Bau,S,42,39,Andi Wijaya,0,1,1,1,1,1,1,1,1
REG-2026-06506,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,TEKNIK KIMIA,Universitas Muhammadiyah Yogyakarta,3.84,M.M.,Perempuan,Fitriani Susanti,Kristen,Belum Kawin,1736937479483734,0833323346,fitrianisu427@yahoo.com,2002,12,23,Sorong,Sorong,Jl. Jakarta No. 32,09684,2020,2017,2017,2014,2014,2008,Palembang,Medan,Gorontalo,M,43,36,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06507,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,TEKNIK LINGKUNGAN,Universitas Syiah Kuala,3.08,S.T.,Perempuan,Salimah Wulandari,Islam,Belum Kawin,3858636063838180,+62-0165-116-8633,salimahwul432@gmail.com,2001,3,16,Serang,Serang,Gang Sadang Serang No. 91,52232,2019,2016,2016,2013,2013,2007,Bontang,Mataram,Mataram,L,41,28,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06508,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED,S2,25,PUBLIC POLICY,Institut Teknologi Nasional,3.39,M.M.,Laki-laki,Dirja Gunarto,Islam,Belum Kawin,0471060750442717,+62 (064) 260 0486,dirjagunar606@yahoo.com,2001,1,20,Sungai Penuh,Sungai Penuh,Gang M.T Haryono No. 31,83470,2019,2016,2016,2013,2013,2007,Serang,Cirebon,Mojokerto,XXL,43,31,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06509,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,22,ADMINISTRASI BISNIS,Universitas Trisakti,3.41,A.Md.,Laki-laki,Emas Nugroho,Islam,Belum Kawin,4681153876429902,(0699) 367 5745,emasnugroh506@gmail.com,2004,1,23,Palembang,Palembang,Jl. Abdul Muis No. 030,62400,2022,2019,2019,2016,2016,2010,Magelang,Sukabumi,Palopo,XXL,45,39,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06510,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,SUPPLY CHAIN MANAGEMENT,Institut Teknologi Nasional,3.82,M.M.,Perempuan,Yani Oktaviani,Islam,Belum Kawin,1631716592090000,+62 (0696) 188 7220,yanioktavi134@outlook.com,2001,7,4,Sabang,Sabang,Gang Dr. Djunjunan No. 6,64215,2019,2016,2016,2013,2013,2007,Tidore Kepulauan,Tangerang Selatan,Sibolga,XL,36,38,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-06511,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,25,TEKNIK PERTAMBANGAN,Universitas Lambung Mangkurat,3.14,S.T.,Laki-laki,Emil Saptono,Islam,Belum Kawin,9594912367912040,+62-22-916-7151,emilsapton596@gmail.com,2001,7,8,Pangkalpinang,Pangkalpinang,Gg. Waringin No. 3,88001,2019,2016,2016,2013,2013,2007,Jayapura,Banda Aceh,Tangerang,M,40,42,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-06512,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN PEMASARAN,Universitas Hasanuddin,3.3,S.E.,Perempuan,Lili Zulaika,Kristen,Belum Kawin,4440777799208258,+62 (0878) 913-3075,lilizulaik768@outlook.com,2001,7,19,Padang,Padang,Gang Rumah Sakit No. 39,77104,2019,2016,2016,2013,2013,2007,Malang,Pontianak,Gorontalo,S,39,41,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-06513,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,KONVERSI ENERGI,Universitas Hasanuddin,3.72,S.E.,Perempuan,Cindy Kuswandari,Islam,Belum Kawin,3532145021837985,+62 (95) 532-9932,cindykuswa490@gmail.com,2003,8,18,Sibolga,Sibolga,Gang Waringin No. 08,12295,2021,2018,2018,2015,2015,2009,Bandung,Jayapura,Kota Administrasi Jakarta Barat,M,40,41,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-06514,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,24,TEKNIK GEODESI,Universitas Negeri Yogyakarta,3.57,S.T.,Perempuan,Betania Halimah,Islam,Belum Kawin,2428307603470220,+62 (0061) 683-3645,betaniahal63@pln.co.id,2002,5,24,Maumere,Maumere,Gg. Otto Iskandardinata No. 8,01324,2020,2017,2017,2014,2014,2008,Serang,Banjarmasin,Kota Administrasi Jakarta Timur,XXXL,37,40,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-06515,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,MANAJEMEN PROYEK,Universitas Indonesia,3.62,S.E.,Laki-laki,Reksa Saragih,Islam,Belum Kawin,6334411608852154,+62 (039) 383 0304,reksasarag871@outlook.com,2004,7,6,Mataram,Mataram,Gang Suniaraja No. 2,02839,2022,2019,2019,2016,2016,2010,Meulaboh,Samarinda,Cimahi,S,41,35,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-06516,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,28,PUBLIC POLICY,Telkom University,3.52,M.M.,Perempuan,Karen Yulianti,Islam,Belum Kawin,6822821684921308,+62 (576) 641-4935,karenyulia553@pln.co.id,1998,8,5,Ambon,Ambon,Jl. Raya Ujungberung No. 5,82017,2016,2013,2013,2010,2010,2004,Langsa,Tomohon,Pematangsiantar,XXXL,45,40,Rudi Haryanto,1,1,1,1,1,1,1,1,1
